audio,duration
6081_41998_000001_000002,0:00:23.110023
2391_145015_000013_000011,0:00:23.110023
5393_19218_000037_000001,0:00:23.109977
1553_140047_000004_000000,0:00:23.060000
1363_139304_000005_000002,0:00:23.050023
2002_139469_000020_000006,0:00:23.049932
196_122150_000014_000003,0:00:23.010068
8238_283452_000022_000003,0:00:22.990023
60_121082_000015_000000,0:00:22.989977
7113_86041_000054_000000,0:00:22.969977
302_123523_000027_000002,0:00:22.930023
6437_66173_000051_000000,0:00:22.910023
7302_86814_000014_000003,0:00:22.890023
7794_295955_000002_000031,0:00:22.860000
4397_15678_000003_000001,0:00:22.840000
6848_76049_000023_000001,0:00:22.810023
7226_86965_000016_000002,0:00:22.790023
887_123291_000035_000001,0:00:22.780000
1183_133256_000083_000005,0:00:22.780000
1235_135884_000006_000001,0:00:22.730023
4640_19189_000036_000000,0:00:22.729977
3235_28433_000020_000000,0:00:22.729977
446_123501_000010_000001,0:00:22.670023
6880_216547_000053_000000,0:00:22.669977
4813_248641_000012_000003,0:00:22.660000
6019_3185_000025_000001,0:00:22.630023
2002_139469_000003_000000,0:00:22.600000
4680_16041_000005_000000,0:00:22.580000
1246_124550_000017_000004,0:00:22.500000
3235_28433_000007_000000,0:00:22.500000
26_495_000041_000000,0:00:22.480000
8238_283452_000022_000002,0:00:22.450023
669_129074_000026_000007,0:00:22.440091
233_155990_000002_000002,0:00:22.430023
7505_258964_000009_000004,0:00:22.410023
250_142276_000015_000003,0:00:22.400045
1553_140047_000005_000001,0:00:22.390023
3436_172171_000008_000002,0:00:22.390023
6019_3185_000031_000006,0:00:22.389932
6476_57446_000003_000000,0:00:22.380000
7302_86814_000004_000001,0:00:22.360000
3235_28433_000014_000006,0:00:22.340000
909_131041_000015_000001,0:00:22.340000
8238_274553_000008_000010,0:00:22.330023
3259_158083_000127_000000,0:00:22.320091
233_155990_000018_000004,0:00:22.300045
6385_34655_000016_000002,0:00:22.280000
8095_274345_000033_000006,0:00:22.280000
669_129061_000023_000008,0:00:22.269977
8629_261139_000034_000000,0:00:22.260000
6454_107462_000005_000004,0:00:22.240000
6437_66172_000012_000002,0:00:22.230023
7178_34645_000031_000001,0:00:22.190068
1334_135589_000091_000000,0:00:22.170068
40_121026_000227_000005,0:00:22.169932
7059_88364_000004_000004,0:00:22.150023
4051_11218_000035_000001,0:00:22.130068
26_496_000004_000000,0:00:22.130023
1898_145724_000022_000000,0:00:22.130023
5652_39938_000005_000004,0:00:22.130023
8770_295462_000021_000003,0:00:22.120000
6019_3185_000018_000000,0:00:22.120000
2691_156750_000009_000000,0:00:22.120000
4362_15663_000014_000002,0:00:22.110023
8468_294887_000009_000001,0:00:22.110023
1553_140047_000004_000010,0:00:22.100000
200_126784_000060_000001,0:00:22.080000
332_128985_000005_000004,0:00:22.060000
1841_179183_000022_000002,0:00:22.049977
196_122150_000003_000006,0:00:22.040000
4830_25898_000030_000002,0:00:22.030023
412_126975_000080_000001,0:00:22.020045
8098_278278_000005_000000,0:00:22.020000
8123_275193_000008_000008,0:00:22.020000
26_496_000012_000001,0:00:22.010023
7794_295948_000010_000008,0:00:21.980000
7505_258964_000013_000005,0:00:21.980000
2416_152137_000015_000001,0:00:21.960000
5339_14133_000002_000003,0:00:21.930023
2893_139310_000003_000005,0:00:21.920000
1116_137572_000002_000001,0:00:21.910023
1088_129236_000026_000004,0:00:21.909932
7447_91186_000017_000003,0:00:21.900000
7113_86041_000012_000000,0:00:21.890023
3879_173592_000006_000003,0:00:21.870023
4813_248641_000005_000001,0:00:21.860000
1235_135884_000009_000001,0:00:21.860000
3240_131232_000074_000001,0:00:21.850113
4406_16882_000018_000015,0:00:21.780000
4640_19189_000037_000000,0:00:21.780000
1355_39947_000010_000004,0:00:21.760000
7794_295955_000003_000004,0:00:21.730023
311_124404_000002_000008,0:00:21.730023
7367_86737_000093_000000,0:00:21.729977
909_131044_000015_000006,0:00:21.720000
4788_94904_000007_000006,0:00:21.720000
7794_295947_000020_000002,0:00:21.690023
4788_94904_000005_000009,0:00:21.690023
4813_248638_000015_000002,0:00:21.660045
78_369_000013_000004,0:00:21.660000
200_124139_000022_000000,0:00:21.640000
302_123523_000033_000000,0:00:21.630023
6064_56168_000041_000000,0:00:21.600000
2136_5140_000003_000000,0:00:21.580000
1263_138246_000006_000000,0:00:21.570023
909_131045_000009_000000,0:00:21.570023
7780_274562_000012_000003,0:00:21.560045
6880_216547_000058_000001,0:00:21.550068
3374_298026_000006_000002,0:00:21.540000
8797_294123_000033_000001,0:00:21.530068
2092_145706_000016_000000,0:00:21.520000
8238_274553_000011_000000,0:00:21.509932
7178_34645_000025_000002,0:00:21.500000
6529_62554_000015_000001,0:00:21.500000
669_129074_000025_000002,0:00:21.490023
40_121026_000220_000000,0:00:21.469977
4406_16883_000001_000007,0:00:21.450023
40_121026_000008_000001,0:00:21.450023
7367_86737_000100_000000,0:00:21.420000
40_121026_000031_000002,0:00:21.410023
6019_3185_000031_000003,0:00:21.390023
4788_91208_000007_000007,0:00:21.380000
4406_16882_000007_000008,0:00:21.370023
4406_16883_000005_000008,0:00:21.370023
1069_133699_000066_000009,0:00:21.370023
2196_170379_000004_000001,0:00:21.360000
7517_100437_000005_000002,0:00:21.340000
5808_48608_000009_000002,0:00:21.330023
2910_131096_000036_000000,0:00:21.329977
7447_91187_000005_000000,0:00:21.310023
2514_149482_000007_000000,0:00:21.290068
5514_19192_000010_000000,0:00:21.290023
5808_48608_000017_000004,0:00:21.289977
6476_57446_000062_000005,0:00:21.289932
2910_131096_000008_000001,0:00:21.270023
2416_152137_000028_000003,0:00:21.260045
669_129074_000014_000001,0:00:21.260045
6081_41997_000001_000004,0:00:21.260000
8468_294887_000007_000000,0:00:21.250023
8123_275193_000016_000000,0:00:21.250023
7447_91187_000005_000002,0:00:21.250023
1841_150351_000002_000000,0:00:21.240000
4362_15663_000022_000005,0:00:21.230113
8324_286683_000024_000002,0:00:21.230023
200_124139_000051_000001,0:00:21.229977
8095_274346_000005_000001,0:00:21.210023
60_121082_000096_000000,0:00:21.180045
5778_12761_000013_000002,0:00:21.170023
4898_28461_000017_000006,0:00:21.140000
831_130746_000035_000000,0:00:21.140000
8312_279790_000018_000001,0:00:21.130023
669_129061_000050_000002,0:00:21.130023
3235_28452_000011_000002,0:00:21.120000
5514_19192_000016_000008,0:00:21.110023
5322_7678_000004_000016,0:00:21.110023
3235_28433_000017_000004,0:00:21.100045
7447_91186_000015_000006,0:00:21.100000
6836_76549_000004_000012,0:00:21.090023
8095_274345_000021_000000,0:00:21.090023
3699_175950_000011_000000,0:00:21.080000
5393_19219_000015_000007,0:00:21.070023
2989_138028_000007_000002,0:00:21.070023
4406_16883_000019_000013,0:00:21.060000
302_123516_000025_000000,0:00:21.050023
8098_275181_000004_000003,0:00:21.040000
6181_216552_000032_000002,0:00:21.030068
6880_216547_000050_000005,0:00:21.030068
3526_176653_000002_000000,0:00:21.030023
6836_61804_000013_000001,0:00:21.020000
4397_15668_000015_000002,0:00:21.020000
4340_15220_000005_000000,0:00:20.980000
374_180298_000013_000003,0:00:20.980000
6415_100596_000049_000000,0:00:20.970023
1355_39947_000025_000003,0:00:20.969977
6437_66172_000017_000002,0:00:20.960000
1088_129236_000008_000014,0:00:20.960000
6181_216552_000021_000001,0:00:20.950023
6019_3185_000012_000006,0:00:20.930023
374_180298_000042_000000,0:00:20.920000
302_123504_000018_000002,0:00:20.910023
5703_47212_000009_000000,0:00:20.910023
911_128684_000015_000005,0:00:20.909977
2196_170379_000006_000000,0:00:20.900000
6476_57446_000027_000001,0:00:20.900000
405_130894_000077_000000,0:00:20.890068
4898_28461_000005_000005,0:00:20.890023
2989_138035_000008_000003,0:00:20.870023
3857_180923_000003_000003,0:00:20.870023
250_140277_000005_000000,0:00:20.860000
7278_246956_000005_000001,0:00:20.860000
6529_62554_000037_000000,0:00:20.850023
2196_170151_000003_000004,0:00:20.840000
311_124404_000007_000013,0:00:20.840000
669_129074_000039_000000,0:00:20.830068
2007_149877_000011_000003,0:00:20.810023
8629_261139_000008_000002,0:00:20.800000
1098_133695_000012_000007,0:00:20.789977
909_131045_000016_000004,0:00:20.750023
4297_13006_000015_000001,0:00:20.740000
200_124139_000003_000003,0:00:20.730023
7505_258964_000018_000007,0:00:20.720000
909_131041_000010_000000,0:00:20.710023
1334_135589_000062_000007,0:00:20.700091
911_128684_000004_000002,0:00:20.700000
6385_34669_000024_000000,0:00:20.670023
2092_145706_000038_000000,0:00:20.660045
4898_28461_000007_000003,0:00:20.660000
5393_19218_000045_000000,0:00:20.660000
3240_131232_000026_000000,0:00:20.650023
5322_7680_000042_000003,0:00:20.640000
229_130880_000002_000001,0:00:20.640000
7517_100429_000004_000000,0:00:20.620000
6818_68772_000011_000008,0:00:20.600000
2514_149482_000008_000007,0:00:20.570068
3982_182255_000058_000000,0:00:20.560045
7278_246956_000009_000001,0:00:20.560000
78_368_000003_000001,0:00:20.560000
2002_139469_000015_000010,0:00:20.530023
4397_15668_000010_000002,0:00:20.520000
1263_138246_000055_000000,0:00:20.509932
3857_182315_000020_000000,0:00:20.490023
8312_279790_000011_000002,0:00:20.490023
7780_274562_000012_000005,0:00:20.480000
5456_58161_000014_000003,0:00:20.480000
6563_285357_000005_000002,0:00:20.480000
8975_270782_000022_000004,0:00:20.460000
1963_142393_000013_000007,0:00:20.460000
8975_270782_000008_000002,0:00:20.450023
254_145458_000011_000002,0:00:20.440000
839_130898_000035_000000,0:00:20.430113
1355_39947_000009_000005,0:00:20.430068
8468_295198_000023_000000,0:00:20.420000
7302_86814_000002_000006,0:00:20.420000
8629_261139_000033_000004,0:00:20.410068
4898_28461_000004_000003,0:00:20.410023
3374_298032_000004_000002,0:00:20.410023
1963_142393_000009_000002,0:00:20.400000
7178_34644_000060_000000,0:00:20.400000
3168_173565_000022_000002,0:00:20.390023
4898_28461_000006_000001,0:00:20.370023
1355_39947_000007_000004,0:00:20.370023
2196_170151_000016_000001,0:00:20.370023
7447_91187_000004_000000,0:00:20.350023
1246_124550_000008_000000,0:00:20.350023
5393_19219_000047_000089,0:00:20.330113
909_131041_000011_000000,0:00:20.330023
5652_39938_000017_000000,0:00:20.320091
5514_19193_000025_000001,0:00:20.320000
4898_20016_000008_000003,0:00:20.310023
6181_216552_000024_000000,0:00:20.310023
3374_298025_000014_000004,0:00:20.310023
1235_135884_000004_000003,0:00:20.290023
3526_175658_000008_000001,0:00:20.270023
8312_279791_000032_000000,0:00:20.270023
2092_145706_000013_000001,0:00:20.260000
1447_17506_000056_000000,0:00:20.260000
7517_100442_000008_000000,0:00:20.260000
2289_152254_000005_000000,0:00:20.260000
26_496_000010_000002,0:00:20.250023
78_368_000002_000001,0:00:20.220000
2836_5354_000006_000004,0:00:20.200000
200_126784_000066_000001,0:00:20.190113
8095_274345_000032_000007,0:00:20.190023
1502_122619_000002_000001,0:00:20.180000
6385_220959_000009_000000,0:00:20.180000
909_131041_000012_000004,0:00:20.160000
6476_96661_000003_000000,0:00:20.160000
6880_216547_000020_000002,0:00:20.150023
1363_139304_000017_000001,0:00:20.149977
8238_274553_000013_000011,0:00:20.140045
6209_34601_000096_000076,0:00:20.129932
7505_258964_000028_000003,0:00:20.120000
1088_129236_000006_000005,0:00:20.120000
669_129061_000044_000000,0:00:20.110023
6818_68772_000007_000000,0:00:20.100000
1594_135914_000010_000003,0:00:20.100000
8770_295465_000024_000000,0:00:20.100000
3112_9554_000002_000005,0:00:20.100000
8975_270782_000019_000008,0:00:20.090113
8770_295465_000004_000001,0:00:20.090023
8975_270782_000023_000002,0:00:20.080091
6147_34607_000008_000000,0:00:20.080000
2002_139469_000015_000009,0:00:20.080000
4830_25904_000012_000007,0:00:20.070023
5750_100289_000035_000000,0:00:20.069977
8465_246940_000032_000005,0:00:20.060000
8630_305213_000021_000001,0:00:20.060000
6081_41998_000016_000001,0:00:20.050023
2136_5147_000008_000000,0:00:20.050023
1098_133695_000012_000010,0:00:20.049977
7178_34645_000011_000000,0:00:20.040000
6880_216547_000017_000000,0:00:20.030023
374_180299_000024_000000,0:00:20.030023
1624_168623_000017_000000,0:00:20.010068
254_12312_000003_000000,0:00:20.010023
3235_28452_000010_000002,0:00:20
8095_274346_000009_000004,0:00:20
6818_68772_000031_000000,0:00:19.990113
7067_76048_000074_000002,0:00:19.980045
8238_274553_000009_000003,0:00:19.980000
26_495_000057_000001,0:00:19.980000
4898_20016_000007_000002,0:00:19.970023
7447_91186_000029_000006,0:00:19.970023
4898_28461_000023_000000,0:00:19.970023
1088_129236_000028_000006,0:00:19.960000
8465_246943_000018_000000,0:00:19.950023
7178_34644_000096_000000,0:00:19.949977
8108_280354_000006_000001,0:00:19.930023
8051_295385_000006_000004,0:00:19.920000
669_129061_000008_000000,0:00:19.920000
78_369_000068_000006,0:00:19.909932
909_131041_000013_000004,0:00:19.890023
1334_135589_000052_000003,0:00:19.890023
4406_16882_000017_000006,0:00:19.880000
8238_274553_000015_000002,0:00:19.870023
7264_92316_000012_000002,0:00:19.870023
6209_34600_000004_000002,0:00:19.860000
446_123501_000020_000000,0:00:19.860000
4397_15678_000006_000003,0:00:19.840000
4137_11702_000066_000003,0:00:19.830068
4898_20016_000017_000001,0:00:19.829977
302_123516_000014_000000,0:00:19.820000
6181_216552_000014_000002,0:00:19.800000
4362_15663_000019_000005,0:00:19.790068
7113_86041_000052_000001,0:00:19.780000
8975_270782_000024_000002,0:00:19.780000
2911_15045_000013_000000,0:00:19.770023
6437_66172_000020_000001,0:00:19.750023
3259_158083_000107_000003,0:00:19.750023
4297_13006_000055_000001,0:00:19.740091
3699_19402_000020_000000,0:00:19.740000
4297_13009_000014_000004,0:00:19.730023
4397_15668_000005_000002,0:00:19.720000
8975_270782_000017_000004,0:00:19.720000
233_155990_000009_000003,0:00:19.700045
6415_100596_000005_000002,0:00:19.700000
405_130895_000043_000003,0:00:19.690023
2391_145015_000037_000001,0:00:19.680045
6531_61334_000003_000005,0:00:19.680000
8051_295385_000014_000001,0:00:19.670023
7226_86965_000016_000001,0:00:19.660045
1088_129236_000009_000004,0:00:19.660000
3240_131232_000059_000003,0:00:19.650023
5322_7679_000003_000000,0:00:19.650023
7078_271888_000030_000006,0:00:19.640000
3664_178355_000024_000000,0:00:19.630068
3526_176651_000012_000000,0:00:19.630023
669_129061_000003_000000,0:00:19.630023
374_180298_000016_000004,0:00:19.620000
4397_15668_000003_000001,0:00:19.590023
7113_86041_000017_000000,0:00:19.589977
4680_16042_000020_000029,0:00:19.580000
5703_47212_000013_000000,0:00:19.580000
3235_28452_000015_000002,0:00:19.580000
458_126294_000009_000009,0:00:19.570023
1743_142913_000013_000000,0:00:19.570023
6454_120342_000024_000002,0:00:19.560000
250_142276_000014_000001,0:00:19.520045
8098_278278_000006_000003,0:00:19.520000
5339_14133_000017_000002,0:00:19.510068
3440_171009_000013_000000,0:00:19.510023
7505_83618_000010_000000,0:00:19.510023
5808_48608_000005_000000,0:00:19.500000
254_145458_000015_000006,0:00:19.500000
5652_39938_000005_000003,0:00:19.490023
6064_300880_000069_000002,0:00:19.480000
3857_180923_000003_000000,0:00:19.470023
2002_139469_000005_000000,0:00:19.460000
78_369_000016_000000,0:00:19.460000
8108_274318_000007_000000,0:00:19.460000
27_123349_000015_000012,0:00:19.460000
8324_286683_000028_000002,0:00:19.450068
5322_7678_000006_000013,0:00:19.450023
405_130894_000029_000000,0:00:19.440000
40_121026_000217_000001,0:00:19.440000
4160_11550_000011_000003,0:00:19.440000
6081_41997_000020_000005,0:00:19.430023
6081_41997_000043_000003,0:00:19.420000
6019_3185_000021_000002,0:00:19.410068
6081_41997_000009_000001,0:00:19.410023
7780_274562_000003_000005,0:00:19.410023
7447_91187_000003_000001,0:00:19.400000
4813_248638_000010_000005,0:00:19.400000
4788_91208_000006_000004,0:00:19.400000
78_369_000043_000001,0:00:19.399955
3699_47246_000005_000002,0:00:19.390023
78_369_000073_000001,0:00:19.389887
3857_182315_000026_000000,0:00:19.380000
6563_285357_000002_000004,0:00:19.380000
458_126290_000004_000006,0:00:19.370023
5778_54535_000018_000001,0:00:19.370023
6531_61334_000021_000000,0:00:19.360000
6019_3185_000022_000007,0:00:19.360000
2514_149482_000009_000003,0:00:19.350023
6209_34600_000012_000013,0:00:19.350023
6437_66173_000004_000000,0:00:19.340000
40_121026_000224_000001,0:00:19.339864
4788_94904_000005_000002,0:00:19.330023
446_123501_000016_000002,0:00:19.330023
669_129061_000024_000002,0:00:19.310023
4137_11702_000020_000003,0:00:19.310023
4397_15678_000014_000001,0:00:19.310023
5339_14134_000018_000002,0:00:19.300000
3982_178459_000002_000000,0:00:19.280000
2893_139322_000006_000004,0:00:19.280000
2817_142380_000024_000007,0:00:19.280000
83_9960_000005_000002,0:00:19.280000
3699_47246_000003_000005,0:00:19.270023
909_131044_000016_000001,0:00:19.270023
1098_133695_000006_000016,0:00:19.270023
26_496_000022_000008,0:00:19.260045
5456_24741_000013_000006,0:00:19.260000
6836_61804_000012_000000,0:00:19.260000
4340_15220_000068_000002,0:00:19.250023
8465_246947_000031_000002,0:00:19.250023
8629_261139_000015_000002,0:00:19.250023
7794_295955_000002_000008,0:00:19.250023
6437_66172_000011_000004,0:00:19.240000
6848_76049_000001_000003,0:00:19.230023
5678_43301_000005_000005,0:00:19.220000
254_145458_000014_000005,0:00:19.210023
8123_275193_000017_000000,0:00:19.210023
7226_86965_000018_000002,0:00:19.209977
5778_54535_000008_000002,0:00:19.200000
32_4137_000006_000003,0:00:19.200000
6836_76549_000004_000001,0:00:19.190023
7505_258964_000007_000003,0:00:19.180000
5778_54535_000002_000002,0:00:19.180000
78_368_000017_000000,0:00:19.170068
3374_298025_000012_000003,0:00:19.170023
4406_16882_000014_000002,0:00:19.160045
40_121026_000014_000001,0:00:19.160000
6454_93938_000034_000002,0:00:19.160000
6415_111615_000019_000006,0:00:19.160000
26_495_000053_000000,0:00:19.150068
3526_176653_000002_000006,0:00:19.150023
40_222_000011_000006,0:00:19.150023
6836_76549_000005_000002,0:00:19.130023
3436_172171_000008_000015,0:00:19.130023
4018_107338_000028_000000,0:00:19.120000
2002_139469_000022_000011,0:00:19.120000
4297_13009_000014_000000,0:00:19.120000
7517_100429_000006_000001,0:00:19.110023
1502_122615_000027_000000,0:00:19.109977
6476_57446_000068_000000,0:00:19.100091
405_130894_000056_000003,0:00:19.100000
405_130895_000042_000001,0:00:19.100000
2691_156755_000014_000002,0:00:19.090023
1737_146161_000019_000000,0:00:19.070023
7278_246956_000005_000003,0:00:19.070023
7367_86737_000052_000005,0:00:19.060000
4397_15668_000004_000000,0:00:19.050023
2817_142371_000023_000000,0:00:19.050023
8238_283452_000032_000001,0:00:19.049977
8975_270782_000019_000001,0:00:19.040045
6019_3185_000033_000008,0:00:19.040045
6147_34605_000017_000005,0:00:19.040000
7226_86965_000017_000000,0:00:19.040000
26_496_000022_000007,0:00:19.039955
8838_298545_000033_000000,0:00:19.030023
7505_83618_000015_000004,0:00:19.020045
405_130894_000032_000002,0:00:19.020000
4397_15668_000005_000003,0:00:19.020000
7367_86737_000043_000000,0:00:19.020000
5339_14134_000068_000003,0:00:19
911_130578_000003_000005,0:00:19
1992_141719_000016_000013,0:00:19
6081_41998_000001_000001,0:00:18.990023
233_155990_000007_000007,0:00:18.989977
887_123291_000015_000003,0:00:18.980000
7447_91186_000011_000000,0:00:18.970023
7302_86815_000070_000008,0:00:18.969977
